uD00528	ihsa10161	1.0
uD00411	ihsa10800	1.0
uD01828	ihsa10800	1.0
uD05129	ihsa10800	1.0
uD00234	ihsa11255	1.0
uD00300	ihsa11255	1.0
uD00318	ihsa11255	1.0
uD00494	ihsa11255	1.0
uD02566	ihsa11255	1.0
uD00113	ihsa1128	1.0
uD00232	ihsa1128	1.0
uD00274	ihsa1128	1.0
uD00283	ihsa1128	1.0
uD00397	ihsa1128	1.0
uD00454	ihsa1128	1.0
uD00465	ihsa1128	1.0
uD00494	ihsa1128	1.0
uD00524	ihsa1128	1.0
uD00525	ihsa1128	1.0
uD00540	ihsa1128	1.0
uD00646	ihsa1128	1.0
uD00715	ihsa1128	1.0
uD00726	ihsa1128	1.0
uD00779	ihsa1128	1.0
uD01103	ihsa1128	1.0
uD01118	ihsa1128	1.0
uD01269	ihsa1128	1.0
uD01297	ihsa1128	1.0
uD01871	ihsa1128	1.0
uD02070	ihsa1128	1.0
uD02327	ihsa1128	1.0
uD02354	ihsa1128	1.0
uD02356	ihsa1128	1.0
uD02361	ihsa1128	1.0
uD03621	ihsa1128	1.0
uD03858	ihsa1128	1.0
uD00113	ihsa1129	1.0
uD00232	ihsa1129	1.0
uD00274	ihsa1129	1.0
uD00283	ihsa1129	1.0
uD00397	ihsa1129	1.0
uD00454	ihsa1129	1.0
uD00465	ihsa1129	1.0
uD00494	ihsa1129	1.0
uD00524	ihsa1129	1.0
uD00540	ihsa1129	1.0
uD00646	ihsa1129	1.0
uD00760	ihsa1129	1.0
uD00765	ihsa1129	1.0
uD00779	ihsa1129	1.0
uD01871	ihsa1129	1.0
uD02070	ihsa1129	1.0
uD02354	ihsa1129	1.0
uD02356	ihsa1129	1.0
uD02361	ihsa1129	1.0
uD03621	ihsa1129	1.0
uD03858	ihsa1129	1.0
uD00113	ihsa1131	1.0
uD00232	ihsa1131	1.0
uD00454	ihsa1131	1.0
uD00494	ihsa1131	1.0
uD01699	ihsa1131	1.0
uD01871	ihsa1131	1.0
uD02070	ihsa1131	1.0
uD02354	ihsa1131	1.0
uD02361	ihsa1131	1.0
uD03621	ihsa1131	1.0
uD03654	ihsa1131	1.0
uD03858	ihsa1131	1.0
uD00113	ihsa1132	1.0
uD00397	ihsa1132	1.0
uD00454	ihsa1132	1.0
uD00494	ihsa1132	1.0
uD01871	ihsa1132	1.0
uD02070	ihsa1132	1.0
uD02354	ihsa1132	1.0
uD02361	ihsa1132	1.0
uD00113	ihsa1133	1.0
uD00454	ihsa1133	1.0
uD00494	ihsa1133	1.0
uD01871	ihsa1133	1.0
uD02070	ihsa1133	1.0
uD02354	ihsa1133	1.0
uD02361	ihsa1133	1.0
uD03210	ihsa1234	1.0
uD00411	ihsa1241	1.0
uD00306	ihsa1268	1.0
uD00227	ihsa134	1.0
uD00332	ihsa134	1.0
uD00528	ihsa134	1.0
uD01712	ihsa134	1.0
uD02884	ihsa134	1.0
uD00227	ihsa135	1.0
uD00528	ihsa135	1.0
uD01712	ihsa135	1.0
uD02884	ihsa135	1.0
uD00371	ihsa136	1.0
uD00528	ihsa136	1.0
uD04006	ihsa136	1.0
uD00227	ihsa140	1.0
uD00528	ihsa140	1.0
uD00255	ihsa146	1.0
uD00281	ihsa146	1.0
uD00283	ihsa146	1.0
uD00426	ihsa146	1.0
uD00437	ihsa146	1.0
uD00454	ihsa146	1.0
uD00509	ihsa146	1.0
uD00513	ihsa146	1.0
uD00604	ihsa146	1.0
uD00607	ihsa146	1.0
uD00609	ihsa146	1.0
uD00996	ihsa146	1.0
uD01020	ihsa146	1.0
uD01022	ihsa146	1.0
uD01024	ihsa146	1.0
uD01051	ihsa146	1.0
uD01358	ihsa146	1.0
uD01603	ihsa146	1.0
uD01713	ihsa146	1.0
uD01965	ihsa146	1.0
uD02149	ihsa146	1.0
uD02234	ihsa146	1.0
uD02237	ihsa146	1.0
uD02356	ihsa146	1.0
uD02361	ihsa146	1.0
uD00255	ihsa147	1.0
uD00281	ihsa147	1.0
uD00283	ihsa147	1.0
uD00426	ihsa147	1.0
uD00437	ihsa147	1.0
uD00454	ihsa147	1.0
uD00509	ihsa147	1.0
uD00513	ihsa147	1.0
uD00607	ihsa147	1.0
uD00609	ihsa147	1.0
uD00996	ihsa147	1.0
uD01020	ihsa147	1.0
uD01022	ihsa147	1.0
uD01024	ihsa147	1.0
uD01051	ihsa147	1.0
uD01358	ihsa147	1.0
uD01603	ihsa147	1.0
uD01713	ihsa147	1.0
uD01965	ihsa147	1.0
uD02149	ihsa147	1.0
uD02234	ihsa147	1.0
uD02237	ihsa147	1.0
uD02356	ihsa147	1.0
uD02361	ihsa147	1.0
uD00095	ihsa148	1.0
uD00255	ihsa148	1.0
uD00281	ihsa148	1.0
uD00283	ihsa148	1.0
uD00426	ihsa148	1.0
uD00437	ihsa148	1.0
uD00454	ihsa148	1.0
uD00494	ihsa148	1.0
uD00503	ihsa148	1.0
uD00509	ihsa148	1.0
uD00513	ihsa148	1.0
uD00607	ihsa148	1.0
uD00609	ihsa148	1.0
uD00954	ihsa148	1.0
uD00965	ihsa148	1.0
uD00996	ihsa148	1.0
uD01020	ihsa148	1.0
uD01022	ihsa148	1.0
uD01024	ihsa148	1.0
uD01051	ihsa148	1.0
uD01358	ihsa148	1.0
uD01603	ihsa148	1.0
uD01692	ihsa148	1.0
uD01713	ihsa148	1.0
uD01965	ihsa148	1.0
uD02149	ihsa148	1.0
uD02234	ihsa148	1.0
uD02237	ihsa148	1.0
uD02356	ihsa148	1.0
uD02361	ihsa148	1.0
uD02566	ihsa148	1.0
uD02910	ihsa148	1.0
uD00136	ihsa150	1.0
uD00255	ihsa150	1.0
uD00270	ihsa150	1.0
uD00281	ihsa150	1.0
uD00283	ihsa150	1.0
uD00332	ihsa150	1.0
uD00437	ihsa150	1.0
uD00454	ihsa150	1.0
uD00509	ihsa150	1.0
uD00513	ihsa150	1.0
uD00514	ihsa150	1.0
uD00563	ihsa150	1.0
uD00604	ihsa150	1.0
uD00606	ihsa150	1.0
uD00607	ihsa150	1.0
uD00609	ihsa150	1.0
uD00613	ihsa150	1.0
uD00996	ihsa150	1.0
uD01022	ihsa150	1.0
uD01603	ihsa150	1.0
uD01713	ihsa150	1.0
uD02076	ihsa150	1.0
uD02149	ihsa150	1.0
uD02237	ihsa150	1.0
uD02349	ihsa150	1.0
uD02356	ihsa150	1.0
uD03274	ihsa150	1.0
uD04034	ihsa150	1.0
uD04375	ihsa150	1.0
uD00136	ihsa151	1.0
uD00255	ihsa151	1.0
uD00270	ihsa151	1.0
uD00281	ihsa151	1.0
uD00283	ihsa151	1.0
uD00437	ihsa151	1.0
uD00454	ihsa151	1.0
uD00509	ihsa151	1.0
uD00513	ihsa151	1.0
uD00563	ihsa151	1.0
uD00604	ihsa151	1.0
uD00606	ihsa151	1.0
uD00607	ihsa151	1.0
uD00609	ihsa151	1.0
uD00613	ihsa151	1.0
uD00996	ihsa151	1.0
uD01022	ihsa151	1.0
uD01603	ihsa151	1.0
uD01713	ihsa151	1.0
uD02076	ihsa151	1.0
uD02149	ihsa151	1.0
uD02237	ihsa151	1.0
uD02356	ihsa151	1.0
uD03274	ihsa151	1.0
uD04034	ihsa151	1.0
uD00281	ihsa152	1.0
uD00509	ihsa152	1.0
uD00604	ihsa152	1.0
uD00606	ihsa152	1.0
uD00607	ihsa152	1.0
uD00609	ihsa152	1.0
uD00613	ihsa152	1.0
uD00996	ihsa152	1.0
uD01022	ihsa152	1.0
uD01603	ihsa152	1.0
uD02076	ihsa152	1.0
uD02149	ihsa152	1.0
uD02237	ihsa152	1.0
uD03274	ihsa152	1.0
uD04034	ihsa152	1.0
uD00095	ihsa153	1.0
uD00235	ihsa153	1.0
uD00255	ihsa153	1.0
uD00432	ihsa153	1.0
uD00437	ihsa153	1.0
uD00454	ihsa153	1.0
uD00483	ihsa153	1.0
uD00513	ihsa153	1.0
uD00598	ihsa153	1.0
uD00601	ihsa153	1.0
uD00632	ihsa153	1.0
uD00635	ihsa153	1.0
uD00645	ihsa153	1.0
uD00996	ihsa153	1.0
uD01390	ihsa153	1.0
uD01454	ihsa153	1.0
uD02066	ihsa153	1.0
uD02149	ihsa153	1.0
uD02150	ihsa153	1.0
uD02338	ihsa153	1.0
uD02342	ihsa153	1.0
uD02358	ihsa153	1.0
uD02374	ihsa153	1.0
uD02614	ihsa153	1.0
uD02910	ihsa153	1.0
uD03415	ihsa153	1.0
uD03490	ihsa153	1.0
uD03879	ihsa153	1.0
uD03880	ihsa153	1.0
uD03881	ihsa153	1.0
uD04625	ihsa153	1.0
uD00095	ihsa154	1.0
uD00235	ihsa154	1.0
uD00255	ihsa154	1.0
uD00432	ihsa154	1.0
uD00437	ihsa154	1.0
uD00454	ihsa154	1.0
uD00483	ihsa154	1.0
uD00513	ihsa154	1.0
uD00598	ihsa154	1.0
uD00601	ihsa154	1.0
uD00632	ihsa154	1.0
uD00635	ihsa154	1.0
uD00645	ihsa154	1.0
uD00683	ihsa154	1.0
uD00684	ihsa154	1.0
uD00687	ihsa154	1.0
uD00688	ihsa154	1.0
uD00996	ihsa154	1.0
uD01386	ihsa154	1.0
uD01390	ihsa154	1.0
uD01454	ihsa154	1.0
uD02066	ihsa154	1.0
uD02147	ihsa154	1.0
uD02149	ihsa154	1.0
uD02150	ihsa154	1.0
uD02338	ihsa154	1.0
uD02342	ihsa154	1.0
uD02359	ihsa154	1.0
uD02374	ihsa154	1.0
uD03415	ihsa154	1.0
uD03490	ihsa154	1.0
uD03879	ihsa154	1.0
uD03880	ihsa154	1.0
uD03881	ihsa154	1.0
uD05792	ihsa154	1.0
uD00255	ihsa155	1.0
uD00432	ihsa155	1.0
uD00437	ihsa155	1.0
uD00454	ihsa155	1.0
uD00483	ihsa155	1.0
uD00513	ihsa155	1.0
uD00996	ihsa155	1.0
uD01390	ihsa155	1.0
uD01454	ihsa155	1.0
uD02066	ihsa155	1.0
uD02149	ihsa155	1.0
uD02150	ihsa155	1.0
uD02338	ihsa155	1.0
uD02374	ihsa155	1.0
uD03415	ihsa155	1.0
uD03879	ihsa155	1.0
uD00059	ihsa1812	1.0
uD00110	ihsa1812	1.0
uD00270	ihsa1812	1.0
uD00283	ihsa1812	1.0
uD00454	ihsa1812	1.0
uD00493	ihsa1812	1.0
uD00503	ihsa1812	1.0
uD00560	ihsa1812	1.0
uD00613	ihsa1812	1.0
uD00790	ihsa1812	1.0
uD01295	ihsa1812	1.0
uD02354	ihsa1812	1.0
uD02361	ihsa1812	1.0
uD02671	ihsa1812	1.0
uD00059	ihsa1813	1.0
uD00136	ihsa1813	1.0
uD00270	ihsa1813	1.0
uD00283	ihsa1813	1.0
uD00454	ihsa1813	1.0
uD00493	ihsa1813	1.0
uD00494	ihsa1813	1.0
uD00503	ihsa1813	1.0
uD00560	ihsa1813	1.0
uD00726	ihsa1813	1.0
uD00780	ihsa1813	1.0
uD00790	ihsa1813	1.0
uD00987	ihsa1813	1.0
uD01164	ihsa1813	1.0
uD01295	ihsa1813	1.0
uD01462	ihsa1813	1.0
uD01745	ihsa1813	1.0
uD02340	ihsa1813	1.0
uD02354	ihsa1813	1.0
uD02361	ihsa1813	1.0
uD02671	ihsa1813	1.0
uD03165	ihsa1813	1.0
uD00110	ihsa1814	1.0
uD00136	ihsa1814	1.0
uD00270	ihsa1814	1.0
uD00454	ihsa1814	1.0
uD00493	ihsa1814	1.0
uD00503	ihsa1814	1.0
uD00559	ihsa1814	1.0
uD00560	ihsa1814	1.0
uD00726	ihsa1814	1.0
uD01164	ihsa1814	1.0
uD01295	ihsa1814	1.0
uD02340	ihsa1814	1.0
uD02671	ihsa1814	1.0
uD00283	ihsa1815	1.0
uD00454	ihsa1815	1.0
uD02354	ihsa1815	1.0
uD02361	ihsa1815	1.0
uD00270	ihsa1816	1.0
uD00283	ihsa1816	1.0
uD00454	ihsa1816	1.0
uD00493	ihsa1816	1.0
uD00560	ihsa1816	1.0
uD00613	ihsa1816	1.0
uD01295	ihsa1816	1.0
uD02671	ihsa1816	1.0
uD00400	ihsa185	1.0
uD00443	ihsa185	1.0
uD00522	ihsa185	1.0
uD00523	ihsa185	1.0
uD00627	ihsa185	1.0
uD02082	ihsa185	1.0
uD04040	ihsa185	1.0
uD05246	ihsa185	1.0
uD01227	ihsa1909	1.0
uD01227	ihsa1910	1.0
uD01126	ihsa222545	1.0
uD02278	ihsa222545	1.0
uD02279	ihsa222545	1.0
uD01717	ihsa23620	1.0
uD00241	ihsa2550	1.0
uD00528	ihsa2846	1.0
uD00775	ihsa2911	1.0
uD00775	ihsa2912	1.0
uD03966	ihsa2912	1.0
uD00775	ihsa2913	1.0
uD03966	ihsa2913	1.0
uD00775	ihsa2914	1.0
uD00775	ihsa2915	1.0
uD00775	ihsa2916	1.0
uD03966	ihsa2916	1.0
uD00775	ihsa2917	1.0
uD00775	ihsa2918	1.0
uD01346	ihsa2918	1.0
uD03966	ihsa2918	1.0
uD00234	ihsa3269	1.0
uD00283	ihsa3269	1.0
uD00300	ihsa3269	1.0
uD00364	ihsa3269	1.0
uD00454	ihsa3269	1.0
uD00480	ihsa3269	1.0
uD00493	ihsa3269	1.0
uD00494	ihsa3269	1.0
uD00520	ihsa3269	1.0
uD00521	ihsa3269	1.0
uD00665	ihsa3269	1.0
uD00666	ihsa3269	1.0
uD01242	ihsa3269	1.0
uD01295	ihsa3269	1.0
uD01324	ihsa3269	1.0
uD01332	ihsa3269	1.0
uD01713	ihsa3269	1.0
uD01717	ihsa3269	1.0
uD01782	ihsa3269	1.0
uD02327	ihsa3269	1.0
uD02354	ihsa3269	1.0
uD02361	ihsa3269	1.0
uD02566	ihsa3269	1.0
uD03621	ihsa3269	1.0
uD04979	ihsa3269	1.0
uD05129	ihsa3269	1.0
uD00295	ihsa3274	1.0
uD00318	ihsa3274	1.0
uD00422	ihsa3274	1.0
uD00440	ihsa3274	1.0
uD00673	ihsa3274	1.0
uD01713	ihsa3274	1.0
uD03503	ihsa3274	1.0
uD00283	ihsa3350	1.0
uD00451	ihsa3350	1.0
uD00513	ihsa3350	1.0
uD00726	ihsa3350	1.0
uD01051	ihsa3350	1.0
uD01164	ihsa3350	1.0
uD01973	ihsa3350	1.0
uD00283	ihsa3351	1.0
uD00415	ihsa3351	1.0
uD00451	ihsa3351	1.0
uD00513	ihsa3351	1.0
uD00675	ihsa3351	1.0
uD00676	ihsa3351	1.0
uD00726	ihsa3351	1.0
uD01973	ihsa3351	1.0
uD02826	ihsa3351	1.0
uD05740	ihsa3351	1.0
uD00283	ihsa3352	1.0
uD00415	ihsa3352	1.0
uD00451	ihsa3352	1.0
uD00513	ihsa3352	1.0
uD00675	ihsa3352	1.0
uD00676	ihsa3352	1.0
uD00726	ihsa3352	1.0
uD01973	ihsa3352	1.0
uD02826	ihsa3352	1.0
uD05740	ihsa3352	1.0
uD00283	ihsa3354	1.0
uD00451	ihsa3354	1.0
uD00513	ihsa3354	1.0
uD00726	ihsa3354	1.0
uD01973	ihsa3354	1.0
uD00283	ihsa3355	1.0
uD00451	ihsa3355	1.0
uD00513	ihsa3355	1.0
uD00674	ihsa3355	1.0
uD00676	ihsa3355	1.0
uD00726	ihsa3355	1.0
uD01973	ihsa3355	1.0
uD00270	ihsa3356	1.0
uD00283	ihsa3356	1.0
uD00426	ihsa3356	1.0
uD00451	ihsa3356	1.0
uD00454	ihsa3356	1.0
uD00493	ihsa3356	1.0
uD00494	ihsa3356	1.0
uD00513	ihsa3356	1.0
uD00563	ihsa3356	1.0
uD00726	ihsa3356	1.0
uD01051	ihsa3356	1.0
uD01164	ihsa3356	1.0
uD01358	ihsa3356	1.0
uD01713	ihsa3356	1.0
uD02340	ihsa3356	1.0
uD02354	ihsa3356	1.0
uD02357	ihsa3356	1.0
uD02361	ihsa3356	1.0
uD02671	ihsa3356	1.0
uD00283	ihsa3357	1.0
uD00451	ihsa3357	1.0
uD00513	ihsa3357	1.0
uD00726	ihsa3357	1.0
uD01164	ihsa3357	1.0
uD01973	ihsa3357	1.0
uD00283	ihsa3358	1.0
uD00451	ihsa3358	1.0
uD00454	ihsa3358	1.0
uD00513	ihsa3358	1.0
uD00563	ihsa3358	1.0
uD00726	ihsa3358	1.0
uD01164	ihsa3358	1.0
uD02354	ihsa3358	1.0
uD02361	ihsa3358	1.0
uD02578	ihsa3358	1.0
uD00274	ihsa3360	1.0
uD00283	ihsa3360	1.0
uD00451	ihsa3360	1.0
uD00513	ihsa3360	1.0
uD00726	ihsa3360	1.0
uD01994	ihsa3360	1.0
uD06056	ihsa3360	1.0
uD06396	ihsa3360	1.0
uD00283	ihsa3361	1.0
uD00451	ihsa3361	1.0
uD00513	ihsa3361	1.0
uD00726	ihsa3361	1.0
uD00283	ihsa3362	1.0
uD00451	ihsa3362	1.0
uD00454	ihsa3362	1.0
uD00513	ihsa3362	1.0
uD00726	ihsa3362	1.0
uD00283	ihsa3363	1.0
uD01051	ihsa3363	1.0
uD01973	ihsa3363	1.0
uD00049	ihsa338442	1.0
uD00139	ihsa3577	1.0
uD00225	ihsa3577	1.0
uD00380	ihsa3577	1.0
uD00394	ihsa3577	1.0
uD00410	ihsa3577	1.0
uD00437	ihsa3577	1.0
uD00528	ihsa3577	1.0
uD00542	ihsa3577	1.0
uD00574	ihsa3577	1.0
uD01071	ihsa3577	1.0
uD02578	ihsa4543	1.0
uD00560	ihsa4985	1.0
uD05312	ihsa4985	1.0
uD00110	ihsa4986	1.0
uD00837	ihsa4986	1.0
uD00838	ihsa4986	1.0
uD05312	ihsa4986	1.0
uD00301	ihsa4988	1.0
uD00498	ihsa4988	1.0
uD00837	ihsa4988	1.0
uD00838	ihsa4988	1.0
uD00845	ihsa4988	1.0
uD04716	ihsa4988	1.0
uD05113	ihsa4988	1.0
uD05312	ihsa4988	1.0
uD05938	ihsa4988	1.0
uD00528	ihsa5028	1.0
uD00528	ihsa5029	1.0
uD00528	ihsa5030	1.0
uD00528	ihsa5031	1.0
uD00528	ihsa5032	1.0
uD01236	ihsa552	1.0
uD01236	ihsa554	1.0
uD00411	ihsa56413	1.0
uD00411	ihsa57105	1.0
uD05129	ihsa57105	1.0
uD01652	ihsa5724	1.0
uD05129	ihsa5729	1.0
uD00180	ihsa5731	1.0
uD00682	ihsa5731	1.0
uD02721	ihsa5731	1.0
uD02725	ihsa5731	1.0
uD00180	ihsa5732	1.0
uD00419	ihsa5732	1.0
uD03187	ihsa5732	1.0
uD00419	ihsa5733	1.0
uD01891	ihsa5733	1.0
uD02725	ihsa5733	1.0
uD00356	ihsa5737	1.0
uD01352	ihsa5737	1.0
uD01964	ihsa5737	1.0
uD00079	ihsa5739	1.0
uD00180	ihsa5739	1.0
uD01352	ihsa5739	1.0
uD02721	ihsa5739	1.0
uD00234	ihsa59340	1.0
uD00283	ihsa59340	1.0
uD00300	ihsa59340	1.0
uD00318	ihsa59340	1.0
uD00494	ihsa59340	1.0
uD02566	ihsa59340	1.0
uD05341	ihsa6010	1.0
uD00106	ihsa64805	1.0
uD00528	ihsa64805	1.0
uD00769	ihsa64805	1.0
